Timestamp,Ch1_Bias,Ch1_Derived_Peak,Ch1_Direct,Ch1_Direct RMS,Ch1_Veolocity_Peak,Ch1_Velocity_RMS,Ch2_Bias,Ch2_Derived_Peak,Ch2_Direct,Ch2_Direct_RMS,Ch2_Velocity_Peak,Ch2_Velocity_RMS
8/20/23 1:16,-12.023,0.001,0.002,0.001,0.002,0.001,-11.979,0.001,0.002,0,0.002,0.003
8/20/23 5:35,-12.024,0.001,0.003,0.001,0.004,0.002,-11.977,0.001,0.003,0.001,0.003,0.001
8/20/23 6:23,-12.023,0.001,0.002,0.001,0.002,0.001,-11.979,0.001,0.003,0,0.002,0.002
8/20/23 10:41,-12.024,0.002,0.004,0.001,0.004,0.003,-11.977,0.002,0.002,0.001,0.003,0.001
8/20/23 11:12,-12.024,0.001,0.005,0.001,0.002,0.001,-11.978,0.002,0.003,0.001,0.002,0.001
8/20/23 15:41,-12.025,0.002,0.002,0.001,0.005,0.003,-11.979,0.001,0.002,0,0.005,0.003
8/20/23 16:00,-12.024,0.001,0.002,0.001,0.005,0.003,-11.979,0.002,0.003,0.001,0.003,0.001
8/20/23 17:44,-12.025,0.005,0.005,0.003,0.002,0.001,-11.978,0.001,0.002,0,0.002,0.002
8/20/23 20:13,-12.025,0.001,0.003,0.001,0.004,0.001,-11.979,0.001,0.002,0,0.003,0.001
8/20/23 22:52,-12.024,0.002,0.002,0.001,0.002,0.002,-11.978,0.002,0.002,0.001,0.002,0.002
8/21/23 1:43,-12.025,0.001,0.004,0.001,0.004,0.001,-11.979,0.001,0.003,0,0.002,0.001
8/21/23 5:22,-12.023,0.002,0.002,0.001,0.002,0.002,-11.978,0.002,0.002,0.001,0.003,0.002
8/21/23 6:25,-12.023,0.001,0.006,0.001,0.013,0.005,-11.977,0.004,0.007,0.003,0.011,0.005
8/21/23 10:51,-12.025,0.005,0.002,0.003,0.002,0.001,-11.979,0.001,0.002,0,0.002,0.001
8/21/23 11:00,-12.024,0.006,0.008,0.004,0.009,0.007,-11.978,0.006,0.002,0.004,0.01,0.001
8/21/23 15:54,-12.027,0.001,0.002,0.001,0.002,0.001,-11.981,0.001,0.008,0,0.002,0.007
8/21/23 17:03,-12.027,0.01,0.002,0.007,0.002,0.001,-11.982,0.001,0.002,0,0.002,0.001
8/21/23 19:19,-12.027,0.001,0.009,0.001,0.009,0.008,-11.981,0.01,0.01,0.007,0.009,0.008
8/21/23 20:34,-12.027,0.001,0.002,0.001,0.002,0.002,-11.981,0.002,0.002,0.001,0.002,0.001
8/22/23 0:57,-12.026,0.002,0.003,0.002,0.004,0.001,-11.979,0.001,0.003,0,0.005,0.002
8/22/23 1:14,-12.026,0.001,0.008,0.001,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.001
8/22/23 5:56,-12.025,0.005,0.002,0.003,0.008,0.005,-11.978,0.004,0.007,0.003,0.007,0.004
8/22/23 8:32,-12.024,0.001,0.002,0,0.002,0.001,-11.978,0.001,0.002,0,0.002,0.001
8/22/23 10:49,-12.025,0.004,0.005,0.003,0.008,0.005,-11.98,0.003,0.004,0.002,0.009,0.005
8/22/23 11:09,-12.025,0.004,0.005,0.003,0.008,0.006,-11.979,0.003,0.005,0.002,0.002,0.001
8/22/23 15:45,-12.027,0.001,0.002,0.001,0.002,0.001,-11.981,0.001,0.002,0.001,0.007,0.006
8/22/23 16:31,-12.026,0.003,0.005,0.002,0.007,0.003,-11.98,0.002,0.005,0.001,0.007,0.003
8/22/23 18:13,-12.027,0.001,0.002,0.001,0.002,0.001,-11.981,0.001,0.002,0,0.002,0.001
8/22/23 20:11,-12.027,0.001,0.002,0.001,0.002,0.002,-11.981,0.001,0.003,0,0.005,0.002
8/23/23 0:51,-12.026,0.003,0.004,0.002,0.004,0.001,-11.98,0.002,0.002,0.001,0.002,0.001
8/23/23 1:02,-12.027,0.003,0.006,0.002,0.002,0.003,-11.981,0.002,0.007,0.002,0.002,0.003
8/23/23 5:39,-12.026,0.001,0.002,0,0.008,0.001,-11.979,0.001,0.002,0,0.007,0.001
8/23/23 7:02,-12.025,0.001,0.002,0.001,0.002,0.001,-11.979,0.01,0.002,0.007,0.002,0.001
8/23/23 10:58,-12.027,0.011,0.012,0.008,0.013,0.009,-11.981,0.001,0.012,0,0.013,0.009
8/23/23 11:00,-12.027,0.001,0.008,0.001,0.002,0.001,-11.98,0.001,0.008,0,0.012,0.001
8/23/23 15:54,-12.029,0.006,0.002,0.004,0.014,0.008,-11.982,0.006,0.002,0.005,0.002,0.006
8/23/23 16:16,-12.029,0.004,0.002,0.003,0.006,0.003,-11.983,0.001,0.005,0.001,0.004,0.002
8/23/23 19:48,-12.028,0.001,0.006,0.001,0.002,0.001,-11.981,0.003,0.002,0.002,0.002,0.001
8/23/23 20:12,-12.028,0.001,0.003,0.001,0.004,0.001,-11.982,0.002,0.003,0.001,0.002,0.002
8/24/23 0:40,-12.026,0.002,0.002,0.001,0.002,0.002,-11.98,0.001,0.002,0,0.004,0.001
8/24/23 1:02,-12.027,0.005,0.01,0.004,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.001
8/24/23 5:59,-12.025,0.001,0.002,0,0.016,0.005,-11.979,0.006,0.009,0.004,0.013,0.005
8/24/23 6:53,-12.025,0.001,0.002,0.001,0.002,0.001,-11.979,0.001,0.002,0,0.002,0.001
8/24/23 10:59,-12.028,0.006,0.007,0.004,0.008,0.005,-11.982,0.007,0.008,0.005,0.008,0.005
8/24/23 11:01,-12.027,0.001,0.007,0.001,0.002,0.001,-11.981,0.007,0.002,0.005,0.002,0.001
8/24/23 15:57,-12.03,0.006,0.002,0.004,0.01,0.006,-11.983,0.001,0.009,0,0.009,0.006
8/24/23 16:00,-12.03,0.001,0.007,0.001,0.002,0.001,-11.984,0.001,0.008,0.001,0.007,0.001
8/24/23 19:56,-12.029,0.003,0.002,0.002,0.008,0.003,-11.982,0.003,0.002,0.002,0.002,0.003
8/24/23 20:07,-12.029,0.002,0.002,0.002,0.002,0.003,-11.983,0.002,0.003,0.001,0.004,0.002
8/25/23 0:56,-12.027,0.001,0.004,0,0.004,0.001,-11.981,0.001,0.002,0,0.002,0.001
8/25/23 1:05,-12.028,0.001,0.002,0,0.002,0.001,-11.982,0.001,0.002,0,0.008,0.004
8/25/23 4:57,-12.027,0.004,0.008,0.003,0.008,0.004,-11.98,0.004,0.008,0.003,0.002,0.001
8/25/23 8:02,-12.027,0.001,0.002,0,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.001
8/25/23 10:53,-12.028,0.006,0.008,0.004,0.012,0.01,-11.982,0.007,0.008,0.005,0.011,0.009
8/25/23 11:00,-12.028,0.007,0.011,0.005,0.013,0.01,-11.981,0.007,0.011,0.005,0.013,0.008
8/25/23 15:55,-12.03,0.001,0.002,0.001,0.002,0.001,-11.984,0.001,0.002,0,0.002,0.001
8/25/23 17:37,-12.03,0.003,0.004,0.002,0.005,0.001,-11.984,0.002,0.005,0.001,0.005,0.003
8/25/23 19:52,-12.029,0.001,0.002,0.001,0.002,0.003,-11.982,0.001,0.002,0,0.002,0.001
8/25/23 20:22,-12.03,0.007,0.009,0.005,0.014,0.009,-11.984,0.006,0.007,0.004,0.011,0.007
8/26/23 0:43,-12.028,0.001,0.002,0.001,0.002,0.001,-11.981,0.001,0.002,0,0.002,0.001
8/26/23 1:00,-12.028,0.001,0.003,0,0.002,0.001,-11.982,0.001,0.002,0,0.002,0.001
8/26/23 5:47,-12.026,0.001,0.002,0.001,0.003,0.002,-11.98,0.001,0.003,0.001,0.003,0.002
8/26/23 8:54,-12.026,0.006,0.002,0.004,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.009
8/26/23 10:53,-12.027,0.001,0.005,0.001,0.009,0.01,-11.981,0.005,0.004,0.004,0.008,0.001
8/26/23 11:00,-12.027,0.001,0.004,0.001,0.006,0.003,-11.98,0.002,0.004,0.001,0.005,0.002
8/26/23 15:53,-12.029,0.003,0.002,0.002,0.002,0.001,-11.982,0.001,0.002,0,0.002,0.001
8/26/23 16:34,-12.028,0.005,0.007,0.004,0.007,0.001,-11.983,0.001,0.005,0,0.002,0.002
8/26/23 19:05,-12.029,0.001,0.002,0.001,0.002,0.004,-11.982,0.002,0.002,0.001,0.003,0.001
8/26/23 20:52,-12.029,0.001,0.002,0.001,0.002,0.002,-11.982,0.001,0.002,0,0.004,0.002
8/27/23 0:58,-12.027,0.002,0.004,0.002,0.004,0.001,-11.981,0.002,0.003,0.002,0.002,0.001
8/27/23 1:53,-12.028,0.001,0.003,0.001,0.004,0.002,-11.982,0.001,0.002,0.001,0.004,0.001
8/27/23 5:57,-12.027,0.001,0.002,0,0.002,0.001,-11.98,0.001,0.003,0,0.002,0.002
8/27/23 8:20,-12.026,0.001,0.002,0.001,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.001
8/27/23 10:52,-12.028,0.002,0.003,0.001,0.005,0.002,-11.982,0.002,0.003,0.001,0.004,0.002
8/27/23 11:00,-12.027,0.002,0.006,0.002,0.011,0.001,-11.981,0.001,0.002,0.001,0.011,0.003
8/27/23 15:57,-12.029,0.001,0.002,0.001,0.002,0.003,-11.982,0.002,0.005,0.001,0.002,0.001
8/27/23 16:00,-12.029,0.001,0.002,0.001,0.002,0.001,-11.982,0.001,0.002,0,0.004,0.002
8/27/23 19:58,-12.028,0.004,0.004,0.003,0.004,0.003,-11.981,0.002,0.003,0.001,0.002,0.001
8/27/23 20:33,-12.028,0.002,0.002,0.001,0.002,0.001,-11.982,0.001,0.002,0,0.002,0.002
8/28/23 0:34,-12.027,0.001,0.004,0.001,0.005,0.003,-11.98,0.001,0.003,0.001,0.004,0.001
8/28/23 1:16,-12.026,0.001,0.008,0.001,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.001
8/28/23 5:59,-12.027,0.005,0.002,0.004,0.008,0.005,-11.981,0.005,0.008,0.003,0.008,0.004
8/28/23 6:05,-12.027,0.003,0.005,0.002,0.007,0.001,-11.981,0.001,0.005,0,0.002,0.004
8/28/23 10:36,-12.027,0.001,0.002,0.001,0.002,0.004,-11.98,0.003,0.002,0.002,0.007,0.001
8/28/23 11:18,-12.027,0.003,0.005,0.002,0.011,0.005,-11.981,0.003,0.002,0.002,0.01,0.004
8/28/23 14:07,-12.027,0.001,0.002,0.001,0.002,0.001,-11.98,0.001,0.004,0,0.002,0.001
8/28/23 17:07,-12.027,0.003,0.002,0.002,0.009,0.001,-11.98,0.001,0.008,0,0.008,0.003
8/28/23 19:38,-12.027,0.001,0.009,0,0.002,0.003,-11.981,0.004,0.002,0.003,0.002,0.001
8/28/23 20:41,-12.027,0.002,0.002,0.002,0.006,0.004,-11.981,0.001,0.002,0,0.006,0.004
8/29/23 0:35,-12.026,0.001,0.004,0,0.002,0.001,-11.979,0.002,0.004,0.002,0.002,0.001
8/29/23 1:11,-12.026,0.004,0.002,0.003,0.002,0.001,-11.98,0.001,0.002,0,0.006,0.001
8/29/23 5:40,-12.025,0.001,0.006,0.001,0.007,0.003,-11.978,0.004,0.007,0.003,0.002,0.003
8/29/23 8:51,-12.025,0.001,0.013,0.001,0.013,0.006,-11.978,0.001,0.009,0,0.002,0.001
8/29/23 10:55,-12.027,0.006,0.002,0.005,0.002,0.001,-11.981,0.007,0.002,0.005,0.01,0.006
8/29/23 11:01,-12.026,0.007,0.01,0.005,0.01,0.007,-11.981,0.001,0.01,0,0.009,0.006
8/29/23 15:58,-12.027,0.001,0.002,0,0.002,0.001,-11.98,0.006,0.002,0.005,0.002,0.001
8/29/23 16:14,-12.027,0.007,0.002,0.005,0.009,0.008,-11.98,0.007,0.002,0.005,0.002,0.005
8/29/23 18:30,-12.028,0.001,0.009,0,0.002,0.001,-11.982,0.001,0.01,0,0.009,0.001
8/29/23 20:00,-12.028,0.002,0.002,0.001,0.002,0.001,-11.981,0.002,0.002,0.001,0.002,0.002
8/30/23 0:43,-12.025,0.001,0.003,0.001,0.004,0.002,-11.979,0.001,0.003,0,0.004,0.001
8/30/23 1:05,-12.026,0.001,0.002,0.001,0.008,0.001,-11.98,0.001,0.008,0,0.002,0.001
8/30/23 5:39,-12.024,0.005,0.008,0.004,0.002,0.005,-11.978,0.005,0.002,0.004,0.007,0.004
8/30/23 6:15,-12.024,0.004,0.002,0.003,0.002,0.001,-11.978,0.001,0.002,0,0.002,0.001
8/30/23 10:46,-12.025,0.001,0.004,0.001,0.008,0.004,-11.979,0.005,0.005,0.004,0.008,0.004
8/30/23 11:09,-12.025,0.01,0.01,0.007,0.002,0.008,-11.978,0.01,0.011,0.007,0.002,0.007
8/30/23 15:54,-12.027,0.001,0.002,0,0.01,0.001,-11.98,0.001,0.002,0,0.011,0.001
8/30/23 16:45,-12.027,0.004,0.007,0.003,0.007,0.003,-11.981,0.001,0.008,0.001,0.008,0.002
8/30/23 19:57,-12.026,0.001,0.002,0.001,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.001
8/30/23 20:02,-12.027,0.001,0.003,0.001,0.002,0.001,-11.98,0.001,0.003,0.001,0.002,0.002
8/31/23 0:38,-12.025,0.001,0.002,0.001,0.004,0.002,-11.978,0.001,0.002,0,0.004,0.001
8/31/23 1:18,-12.025,0.001,0.007,0.001,0.006,0.001,-11.979,0.005,0.006,0.004,0.005,0.001
8/31/23 5:09,-12.024,0.007,0.002,0.005,0.002,0.005,-11.978,0.001,0.002,0,0.002,0.004
8/31/23 7:24,-12.024,0.01,0.008,0.007,0.016,0.013,-11.978,0.007,0.002,0.005,0.002,0.01
8/31/23 10:59,-12.027,0.001,0.002,0.001,0.002,0.001,-11.981,0.001,0.009,0,0.014,0.001
8/31/23 11:00,-12.026,0.01,0.01,0.007,0.01,0.007,-11.98,0.013,0.018,0.009,0.014,0.008
8/31/23 15:55,-12.029,0.001,0.002,0.001,0.002,0.001,-11.983,0.001,0.002,0,0.002,0.001
8/31/23 17:39,-12.029,0.006,0.007,0.004,0.008,0.005,-11.982,0.007,0.008,0.005,0.007,0.005
8/31/23 19:54,-12.028,0.001,0.002,0.001,0.002,0.001,-11.981,0.001,0.002,0,0.002,0.001
8/31/23 20:03,-12.028,0.003,0.005,0.002,0.009,0.004,-11.981,0.003,0.004,0.002,0.002,0.003
9/1/23 0:55,-12.025,0.001,0.002,0.001,0.002,0.001,-11.979,0.001,0.002,0,0.007,0.001
9/1/23 1:05,-12.026,0.001,0.007,0.001,0.002,0.001,-11.979,0.003,0.007,0.002,0.002,0.001
9/1/23 5:56,-12.024,0.005,0.002,0.004,0.006,0.004,-11.977,0.001,0.002,0,0.005,0.003
9/1/23 6:36,-12.024,0.001,0.01,0.001,0.002,0.001,-11.977,0.001,0.002,0,0.002,0.005
9/1/23 10:56,-12.026,0.006,0.002,0.004,0.011,0.005,-11.98,0.007,0.013,0.005,0.012,0.001
9/1/23 11:01,-12.026,0.001,0.002,0.001,0.002,0.001,-11.979,0.007,0.002,0.005,0.01,0.008
9/1/23 15:59,-12.029,0.006,0.009,0.005,0.012,0.008,-11.983,0.001,0.01,0,0.002,0.001
9/1/23 17:30,-12.03,0.004,0.015,0.003,0.014,0.001,-11.983,0.006,0.015,0.004,0.014,0.004
9/1/23 19:57,-12.028,0.001,0.002,0.001,0.002,0.004,-11.981,0.001,0.002,0,0.002,0.001
9/1/23 20:04,-12.028,0.001,0.003,0,0.002,0.001,-11.982,0.002,0.002,0.001,0.002,0.003
9/2/23 0:59,-12.026,0.002,0.002,0.002,0.003,0.002,-11.979,0.001,0.003,0,0.004,0.001
9/2/23 1:06,-12.026,0.001,0.003,0.001,0.002,0.002,-11.98,0.001,0.003,0,0.004,0.001
9/2/23 5:56,-12.025,0.001,0.002,0.001,0.004,0.001,-11.978,0.001,0.002,0.001,0.002,0.002
9/2/23 7:40,-12.024,0.003,0.002,0.002,0.004,0.001,-11.978,0.001,0.002,0,0.002,0.001
9/2/23 10:53,-12.026,0.001,0.003,0.001,0.002,0.002,-11.979,0.001,0.003,0.001,0.004,0.002
9/2/23 11:13,-12.025,0.003,0.006,0.002,0.002,0.001,-11.979,0.003,0.005,0.002,0.006,0.003
9/2/23 15:26,-12.027,0.001,0.002,0.001,0.008,0.004,-11.98,0.001,0.002,0,0.002,0.001
9/2/23 16:05,-12.027,0.002,0.002,0.001,0.002,0.001,-11.979,0.001,0.003,0.001,0.005,0.001
9/2/23 17:06,-12.026,0.001,0.003,0.001,0.005,0.002,-11.98,0.001,0.002,0,0.002,0.002
9/2/23 20:03,-12.027,0.002,0.004,0.002,0.002,0.002,-11.98,0.001,0.002,0.001,0.002,0.001
9/3/23 0:39,-12.025,0.001,0.002,0.001,0.004,0.001,-11.978,0.001,0.003,0,0.003,0.002
9/3/23 1:13,-12.025,0.001,0.002,0.001,0.002,0.001,-11.979,0.001,0.003,0,0.002,0.002
9/3/23 4:39,-12.024,0.001,0.003,0.001,0.003,0.002,-11.978,0.001,0.002,0.001,0.003,0.001
9/3/23 6:30,-12.024,0.001,0.002,0.001,0.003,0.001,-11.978,0.001,0.002,0,0.002,0.001
9/3/23 10:59,-12.025,0.002,0.003,0.002,0.002,0.002,-11.979,0.001,0.003,0.001,0.004,0.003
9/3/23 11:04,-12.025,0.004,0.002,0.003,0.004,0.001,-11.979,0.001,0.003,0.001,0.003,0.002
9/3/23 14:56,-12.026,0.001,0.005,0.001,0.002,0.003,-11.98,0.001,0.002,0,0.002,0.001
9/3/23 16:45,-12.026,0.001,0.004,0.001,0.004,0.001,-11.98,0.002,0.002,0.001,0.002,0.002
9/3/23 19:25,-12.026,0.004,0.002,0.003,0.002,0.002,-11.979,0.001,0.003,0,0.003,0.001
9/3/23 20:11,-12.026,0.004,0.006,0.003,0.002,0.003,-11.98,0.001,0.004,0,0.005,0.002
9/4/23 0:59,-12.025,0.001,0.002,0.001,0.005,0.001,-11.978,0.003,0.002,0.002,0.002,0.001
9/4/23 1:07,-12.025,0.001,0.002,0.001,0.002,0.001,-11.979,0.001,0.003,0.001,0.003,0.002
9/4/23 5:38,-12.024,0.001,0.003,0.001,0.004,0.002,-11.978,0.001,0.002,0,0.002,0.001
9/4/23 6:44,-12.024,0.003,0.004,0.002,0.002,0.002,-11.977,0.001,0.002,0.001,0.002,0.001
9/4/23 10:44,-12.025,0.001,0.002,0.001,0.005,0.001,-11.979,0.002,0.003,0.001,0.004,0.002
9/4/23 11:00,-12.025,0.001,0.016,0.001,0.002,0.005,-11.978,0.001,0.016,0,0.017,0.004
9/4/23 15:51,-12.027,0.004,0.002,0.003,0.018,0.001,-11.981,0.003,0.002,0.002,0.002,0.001
9/4/23 17:19,-12.026,0.001,0.002,0.001,0.002,0.002,-11.981,0.001,0.003,0,0.004,0.003
9/4/23 18:45,-12.027,0.002,0.003,0.001,0.005,0.001,-11.979,0.002,0.002,0.001,0.002,0.001
9/4/23 20:12,-12.027,0.001,0.003,0.001,0.005,0.001,-11.98,0.001,0.002,0.001,0.002,0.003
9/5/23 0:57,-12.025,0.002,0.002,0.001,0.002,0.003,-11.979,0.001,0.003,0,0.005,0.001
9/5/23 1:14,-12.026,0.001,0.002,0.001,0.002,0.001,-11.979,0.001,0.003,0,0.002,0.001
9/5/23 5:42,-12.024,0.003,0.004,0.002,0.004,0.002,-11.978,0.002,0.002,0.002,0.004,0.002
9/5/23 7:41,-12.024,0.001,0.002,0.001,0.002,0.005,-11.978,0.001,0.002,0,0.002,0.001
9/5/23 10:59,-12.027,0.006,0.009,0.004,0.012,0.001,-11.981,0.006,0.01,0.005,0.009,0.005
9/5/23 11:02,-12.027,0.007,0.009,0.005,0.014,0.009,-11.98,0.007,0.009,0.005,0.012,0.008
9/5/23 14:11,-12.028,0.001,0.002,0.001,0.002,0.001,-11.982,0.001,0.002,0,0.002,0.001
9/5/23 16:35,-12.028,0.005,0.002,0.003,0.011,0.001,-11.981,0.005,0.002,0.004,0.002,0.004
9/5/23 19:50,-12.027,0.001,0.01,0.001,0.002,0.004,-11.982,0.001,0.011,0,0.011,0.001
9/5/23 20:21,-12.028,0.001,0.002,0,0.002,0.002,-11.981,0.001,0.003,0.001,0.004,0.002
9/6/23 0:38,-12.026,0.002,0.003,0.002,0.004,0.001,-11.979,0.001,0.002,0,0.002,0.001
9/6/23 2:06,-12.026,0.001,0.002,0.001,0.002,0.001,-11.979,0.001,0.002,0,0.002,0.001
9/6/23 5:56,-12.031,0.006,0.008,0.004,0.009,0.006,-11.985,0.005,0.009,0.004,0.009,0.005
9/6/23 7:48,-12.033,0.001,0.005,0,0.009,0.001,-11.986,0.001,0.002,0,0.008,0.001
9/6/23 10:50,-12.029,0.005,0.002,0.003,0.002,0.004,-11.982,0.006,0.006,0.004,0.002,0.005
9/6/23 11:07,-12.029,0.001,0.002,0.001,0.039,0.007,-11.982,0.006,0.014,0.004,0.031,0.007
9/6/23 15:57,-12.03,0.005,0.016,0.003,0.002,0.001,-11.984,0.001,0.002,0,0.002,0.001
9/6/23 19:10,-12.03,0.006,0.002,0.004,0.009,0.005,-11.984,0.006,0.008,0.004,0.002,0.005
9/6/23 19:55,-12.03,0.001,0.009,0,0.002,0.001,-11.982,0.001,0.002,0,0.007,0.001
9/6/23 20:10,-12.03,0.001,0.002,0,0.002,0.001,-11.983,0.001,0.002,0.001,0.001,0.001
9/7/23 0:55,-12.027,0.002,0.003,0.002,0.003,0.002,-11.98,0.001,0.003,0,0.003,0.002
9/7/23 1:09,-12.028,0.001,0.002,0,0.002,0.001,-11.981,0.001,0.002,0,0.002,0.001
9/7/23 5:33,-12.026,0.006,0.008,0.004,0.008,0.004,-11.979,0.007,0.01,0.005,0.008,0.004
9/7/23 7:36,-12.026,0.001,0.002,0,0.002,0.001,-11.979,0.001,0.002,0,0.002,0.001
9/7/23 10:58,-12.028,0.008,0.012,0.006,0.011,0.01,-11.981,0.007,0.011,0.005,0.011,0.007
9/7/23 11:00,-12.028,0.001,0.002,0.001,0.008,0.005,-11.981,0.007,0.008,0.005,0.008,0.005
9/7/23 15:44,-12.03,0.006,0.007,0.004,0.002,0.001,-11.983,0.001,0.002,0,0.002,0.001
9/7/23 17:09,-12.03,0.003,0.007,0.002,0.009,0.003,-11.983,0.004,0.008,0.003,0.007,0.003
9/7/23 19:54,-12.028,0.001,0.002,0.001,0.002,0.001,-11.981,0.001,0.002,0,0.002,0.001
9/7/23 20:03,-12.029,0.002,0.002,0.001,0.002,0.001,-11.982,0.001,0.002,0,0.003,0.001
9/8/23 0:48,-12.026,0.001,0.003,0,0.004,0.002,-11.979,0.001,0.003,0.001,0.002,0.002
9/8/23 1:04,-12.026,0.001,0.005,0,0.002,0.001,-11.98,0.006,0.007,0.004,0.002,0.004
9/8/23 5:45,-12.025,0.005,0.002,0.004,0.005,0.004,-11.978,0.001,0.002,0,0.005,0.001
9/8/23 7:03,-12.025,0.001,0.002,0,0.002,0.001,-11.978,0.001,0.002,0,0.002,0.001
9/8/23 10:31,-12.029,0.027,0.169,0.019,0.046,0.019,-11.981,0.021,0.21,0.015,0.03,0.011
9/8/23 11:27,-12.028,0.001,0.002,0.001,0.012,0.011,-11.982,0.001,0.002,0,0.002,0.001
9/8/23 14:04,-12.027,0.012,0.014,0.009,0.002,0.001,-11.98,0.012,0.013,0.009,0.012,0.011
9/8/23 16:14,-12.028,0.001,0.004,0.001,0.005,0.002,-11.982,0.002,0.002,0.001,0.005,0.002
9/8/23 19:27,-12.027,0.002,0.002,0.002,0.002,0.001,-11.98,0.001,0.003,0,0.002,0.001
9/8/23 20:04,-12.027,0.002,0.002,0.001,0.002,0.002,-11.981,0.001,0.003,0.001,0.003,0.001
9/9/23 0:58,-12.025,0.001,0.004,0,0.003,0.001,-11.979,0.001,0.002,0,0.002,0.002
9/9/23 1:19,-12.026,0.001,0.004,0,0.002,0.002,-11.98,0.001,0.002,0,0.003,0.001
9/9/23 5:11,-12.024,0.001,0.002,0.001,0.003,0.001,-11.978,0.001,0.003,0.001,0.002,0.002
9/9/23 6:42,-12.024,0.001,0.002,0.001,0.003,0.002,-11.978,0.001,0.002,0.001,0.002,0.002
9/9/23 10:07,-12.025,0.002,0.003,0.001,0.002,0.001,-11.979,0.002,0.003,0.001,0.003,0.001
9/9/23 11:05,-12.025,0.003,0.004,0.002,0.004,0.002,-11.978,0.001,0.002,0,0.004,0.003
9/9/23 15:21,-12.026,0.001,0.002,0.001,0.002,0.001,-11.98,0.002,0.003,0.002,0.002,0.001
9/9/23 18:26,-12.026,0.001,0.002,0.001,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.001
9/9/23 19:54,-12.026,0.003,0.004,0.002,0.007,0.006,-11.979,0.003,0.003,0.002,0.007,0.006
9/9/23 20:32,-12.026,0.001,0.004,0.001,0.004,0.002,-11.98,0.001,0.004,0,0.004,0.001
9/10/23 0:53,-12.024,0.003,0.002,0.002,0.002,0.001,-11.978,0.002,0.002,0.001,0.002,0.002
9/10/23 1:25,-12.025,0.001,0.002,0.001,0.002,0.002,-11.979,0.001,0.003,0.001,0.002,0.002
9/10/23 5:54,-12.024,0.001,0.003,0.001,0.004,0.001,-11.978,0.001,0.002,0,0.004,0.001
9/10/23 6:29,-12.024,0.002,0.002,0.002,0.002,0.001,-11.979,0.001,0.002,0,0.004,0.001
9/10/23 10:00,-12.025,0.001,0.003,0.001,0.004,0.002,-11.977,0.002,0.003,0.001,0.002,0.002
9/10/23 11:07,-12.024,0.004,0.002,0.003,0.005,0.003,-11.977,0.002,0.003,0.001,0.002,0.002
9/10/23 15:54,-12.026,0.001,0.005,0.001,0.002,0.001,-11.979,0.001,0.002,0,0.004,0.001
9/10/23 18:41,-12.025,0.003,0.002,0.002,0.004,0.002,-11.979,0.001,0.003,0.001,0.004,0.002
9/10/23 19:23,-12.026,0.001,0.004,0.001,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.001
9/10/23 20:03,-12.026,0.002,0.002,0.002,0.005,0.001,-11.979,0.001,0.002,0,0.002,0.001
9/11/23 0:55,-12.024,0.001,0.004,0.001,0.002,0.002,-11.978,0.002,0.004,0.001,0.004,0.003
9/11/23 1:17,-12.025,0.001,0.002,0.001,0.002,0.004,-11.979,0.001,0.002,0.001,0.002,0.001
9/11/23 5:48,-12.024,0.004,0.021,0.003,0.017,0.001,-11.977,0.004,0.018,0.003,0.012,0.004
9/11/23 6:14,-12.024,0.005,0.011,0.003,0.002,0.004,-11.978,0.004,0.012,0.003,0.002,0.003
9/11/23 10:20,-12.025,0.001,0.002,0.001,0.007,0.001,-11.977,0.001,0.002,0,0.006,0.001
9/11/23 11:19,-12.024,0.004,0.007,0.003,0.002,0.001,-11.977,0.003,0.008,0.002,0.01,0.005
9/11/23 15:46,-12.026,0.001,0.002,0.001,0.01,0.005,-11.979,0.001,0.002,0,0.002,0.001
9/11/23 16:32,-12.025,0.001,0.004,0.001,0.002,0.003,-11.978,0.002,0.003,0.001,0.005,0.003
9/11/23 19:12,-12.026,0.003,0.002,0.002,0.005,0.001,-11.98,0.001,0.002,0,0.002,0.001
9/11/23 20:18,-12.026,0.002,0.003,0.001,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.002
9/12/23 0:43,-12.025,0.001,0.002,0,0.003,0.002,-11.978,0.001,0.003,0.001,0.004,0.001
9/12/23 1:07,-12.025,0.001,0.002,0.001,0.002,0.001,-11.979,0.004,0.006,0.003,0.007,0.001
9/12/23 5:45,-12.024,0.003,0.006,0.002,0.007,0.003,-11.977,0.001,0.002,0,0.002,0.003
9/12/23 7:52,-12.024,0.006,0.002,0.004,0.002,0.006,-11.977,0.007,0.002,0.005,0.002,0.001
9/12/23 10:58,-12.026,0.001,0.008,0.001,0.011,0.001,-11.98,0.001,0.009,0,0.011,0.005
9/12/23 11:00,-12.026,0.001,0.008,0.001,0.008,0.001,-11.979,0.007,0.002,0.005,0.008,0.005
