Timestamp,Ch1_Bias,Ch1_Derived_Peak,Ch1_Direct,Ch1_Direct RMS,Ch1_Veolocity_Peak,Ch1_Velocity_RMS,Ch2_Bias,Ch2_Derived_Peak,Ch2_Direct,Ch2_Direct_RMS,Ch2_Velocity_Peak,Ch2_Velocity_RMS
7/27/23 16:36,-12.027,0.004,0.002,0.003,0.009,0.004,-11.981,0.004,0.011,0.003,0.011,0.003
7/27/23 18:30,-12.028,0.001,0.01,0,0.002,0.001,-11.982,0.001,0.002,0,0.002,0.001
7/27/23 20:12,-12.028,0.001,0.002,0,0.002,0.001,-11.982,0.001,0.002,0,0.002,0.001
7/28/23 0:45,-12.026,0.003,0.004,0.002,0.006,0.003,-11.979,0.002,0.004,0.001,0.006,0.003
7/28/23 1:16,-12.026,0.001,0.002,0,0.008,0.001,-11.98,0.001,0.008,0,0.009,0.001
7/28/23 4:39,-12.025,0.005,0.007,0.003,0.002,0.003,-11.979,0.005,0.002,0.004,0.002,0.004
7/28/23 6:07,-12.025,0.001,0.002,0,0.01,0.004,-11.978,0.003,0.007,0.002,0.011,0.004
7/28/23 10:58,-12.026,0.003,0.006,0.002,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.001
7/28/23 11:02,-12.026,0.008,0.002,0.005,0.015,0.011,-11.98,0.008,0.002,0.006,0.015,0.012
7/28/23 15:56,-12.029,0.001,0.011,0.001,0.002,0.001,-11.983,0.001,0.011,0,0.002,0.001
7/28/23 16:11,-12.029,0.001,0.002,0,0.002,0.001,-11.983,0.002,0.006,0.002,0.001,0.002
7/28/23 19:40,-12.028,0.003,0.008,0.002,0.007,0.002,-11.981,0.001,0.002,0,0.004,0.001
7/28/23 20:05,-12.028,0.002,0.003,0.001,0.002,0.001,-11.982,0.001,0.003,0,0.002,0.001
7/29/23 0:31,-12.027,0.001,0.002,0.001,0.004,0.003,-11.98,0.001,0.002,0.001,0.004,0.002
7/29/23 1:02,-12.027,0.001,0.004,0.001,0.002,0.001,-11.981,0.001,0.002,0,0.002,0.001
7/29/23 5:56,-12.026,0.001,0.002,0.001,0.003,0.002,-11.979,0.001,0.002,0.001,0.003,0.002
7/29/23 8:22,-12.025,0.001,0.002,0.001,0.003,0.002,-11.978,0.001,0.002,0,0.004,0.002
7/29/23 10:55,-12.026,0.001,0.003,0.001,0.002,0.001,-11.98,0.001,0.003,0.001,0.002,0.001
7/29/23 11:00,-12.026,0.005,0.002,0.004,0.007,0.001,-11.979,0.003,0.002,0.002,0.003,0.002
7/29/23 15:57,-12.027,0.001,0.009,0.001,0.002,0.003,-11.981,0.001,0.006,0,0.002,0.001
7/29/23 16:01,-12.027,0.001,0.002,0.001,0.002,0.001,-11.981,0.001,0.002,0,0.002,0.001
7/29/23 19:50,-12.026,0.011,0.013,0.008,0.013,0.009,-11.979,0.007,0.009,0.005,0.011,0.006
7/29/23 20:04,-12.026,0.001,0.002,0.001,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.001
7/30/23 0:58,-12.021,0.002,0.003,0.001,0.003,0.002,-11.975,0.001,0.003,0.001,0.004,0.003
7/30/23 1:09,-12.022,0.002,0.002,0.001,0.004,0.002,-11.976,0.001,0.002,0,0.002,0.001
7/30/23 5:34,-12.018,0.001,0.004,0.001,0.002,0.001,-11.973,0.002,0.003,0.001,0.003,0.002
7/30/23 6:00,-12.019,0.001,0.004,0.001,0.004,0.002,-11.973,0.001,0.002,0.001,0.004,0.002
7/30/23 10:39,-12.017,0.002,0.002,0.001,0.002,0.001,-11.971,0.001,0.003,0,0.002,0.001
7/30/23 11:06,-12.017,0.003,0.002,0.002,0.002,0.002,-11.972,0.001,0.002,0.001,0.002,0.002
7/30/23 15:06,-12.018,0.001,0.004,0.001,0.006,0.001,-11.971,0.002,0.003,0.001,0.004,0.001
7/30/23 16:22,-12.018,0.003,0.008,0.002,0.006,0.002,-11.972,0.002,0.007,0.002,0.005,0.002
7/30/23 18:38,-12.017,0.001,0.002,0.001,0.002,0.001,-11.971,0.001,0.002,0,0.002,0.001
7/30/23 20:23,-12.018,0.001,0.002,0.001,0.002,0.002,-11.972,0.002,0.003,0.001,0.004,0.002
7/31/23 0:53,-12.016,0.001,0.003,0.001,0.003,0.001,-11.971,0.001,0.002,0,0.002,0.001
7/31/23 1:26,-12.016,0.002,0.004,0.002,0.005,0.001,-11.971,0.001,0.003,0.001,0.002,0.002
7/31/23 5:40,-12.015,0.001,0.002,0.001,0.002,0.003,-11.97,0.002,0.002,0.002,0.005,0.001
7/31/23 7:48,-12.015,0.001,0.002,0.001,0.009,0.001,-11.971,0.004,0.006,0.003,0.002,0.004
7/31/23 10:58,-12.016,0.004,0.006,0.003,0.002,0.004,-11.969,0.001,0.002,0.001,0.009,0.001
7/31/23 11:03,-12.016,0.004,0.005,0.003,0.006,0.001,-11.97,0.005,0.006,0.003,0.007,0.004
7/31/23 15:58,-12.018,0.001,0.002,0.001,0.002,0.004,-11.973,0.001,0.002,0.001,0.002,0.001
7/31/23 18:39,-12.018,0.001,0.002,0.001,0.013,0.001,-11.973,0.015,0.013,0.011,0.002,0.001
7/31/23 19:56,-12.018,0.014,0.014,0.01,0.002,0.011,-11.972,0.001,0.002,0.001,0.015,0.013
7/31/23 20:00,-12.018,0.003,0.003,0.002,0.004,0.004,-11.973,0.002,0.003,0.002,0.003,0.003
8/1/23 0:58,-12.015,0.001,0.002,0.001,0.002,0.001,-11.97,0.001,0.002,0,0.002,0.001
8/1/23 1:00,-12.016,0.001,0.005,0.001,0.002,0.001,-11.971,0.001,0.002,0,0.002,0.001
8/1/23 5:43,-12.014,0.005,0.002,0.004,0.006,0.004,-11.968,0.005,0.005,0.004,0.005,0.004
8/1/23 8:35,-12.014,0.001,0.002,0.001,0.002,0.005,-11.968,0.001,0.002,0,0.002,0.001
8/1/23 10:59,-12.015,0.008,0.01,0.005,0.009,0.001,-11.97,0.008,0.01,0.006,0.01,0.005
8/1/23 11:07,-12.014,0.003,0.002,0.002,0.002,0.001,-11.969,0.001,0.004,0.001,0.002,0.001
8/1/23 14:30,-12.015,0.001,0.004,0.001,0.007,0.003,-11.97,0.002,0.002,0.002,0.007,0.003
8/1/23 16:13,-12.015,0.002,0.004,0.002,0.005,0.003,-11.97,0.002,0.003,0.001,0.004,0.001
8/1/23 19:51,-12.014,0.001,0.002,0.001,0.002,0.001,-11.969,0.001,0.002,0,0.002,0.002
8/1/23 20:13,-12.015,0.002,0.002,0.001,0.004,0.001,-11.97,0.002,0.002,0.001,0.005,0.003
8/2/23 0:59,-12.013,0.001,0.004,0.001,0.002,0.002,-11.968,0.001,0.003,0,0.002,0.001
8/2/23 1:24,-12.014,0.004,0.004,0.003,0.002,0.003,-11.969,0.005,0.002,0.003,0.002,0.001
8/2/23 5:39,-12.013,0.001,0.002,0.001,0.005,0.001,-11.967,0.001,0.005,0.001,0.005,0.004
8/2/23 8:12,-12.012,0.001,0.002,0.001,0.002,0.001,-11.967,0.001,0.002,0,0.002,0.001
8/2/23 10:59,-12.014,0.004,0.005,0.002,0.006,0.003,-11.969,0.004,0.006,0.003,0.006,0.004
8/2/23 12:30,-12.013,0.001,0.002,0.001,0.055,0.017,-11.968,0.001,0.002,0,0.041,0.001
8/2/23 14:41,-12.016,0.053,0.179,0.037,0.002,0.001,-11.971,0.057,0.173,0.041,0.002,0.01
8/2/23 16:01,-12.016,0.005,0.005,0.004,0.009,0.008,-11.971,0.005,0.005,0.004,0.007,0.007
8/2/23 19:48,-12.014,0.001,0.002,0.001,0.002,0.001,-11.969,0.001,0.002,0,0.002,0.001
8/2/23 20:18,-12.015,0.001,0.002,0.001,0.002,0.001,-11.97,0.001,0.002,0.001,0.002,0.003
8/3/23 0:46,-12.013,0.002,0.004,0.002,0.007,0.003,-11.968,0.002,0.003,0.001,0.007,0.001
8/3/23 1:25,-12.014,0.001,0.002,0.001,0.002,0.001,-11.969,0.001,0.002,0,0.002,0.001
8/3/23 5:31,-12.013,0.004,0.009,0.003,0.008,0.003,-11.968,0.004,0.009,0.003,0.007,0.004
8/3/23 7:46,-12.012,0.006,0.007,0.005,0.002,0.006,-11.967,0.001,0.002,0,0.008,0.001
8/3/23 10:53,-12.019,0.001,0.002,0,0.007,0.001,-11.975,0.007,0.007,0.005,0.002,0.005
8/3/23 11:05,-12.019,0.005,0.002,0.003,0.002,0.005,-11.974,0.001,0.008,0,0.002,0.001
8/3/23 15:48,-12.022,0.001,0.008,0,0.013,0.001,-11.977,0.005,0.002,0.004,0.011,0.005
8/3/23 16:00,-12.022,0.014,0.002,0.01,0.019,0.015,-11.976,0.009,0.002,0.006,0.014,0.001
8/3/23 19:12,-12.023,0.001,0.025,0.001,0.002,0.001,-11.978,0.001,0.019,0,0.002,0.011
8/3/23 20:07,-12.022,0.001,0.003,0.001,0.003,0.002,-11.977,0.001,0.002,0.001,0.002,0.001
8/4/23 0:42,-12.023,0.001,0.002,0.001,0.002,0.001,-11.978,0.002,0.003,0.001,0.003,0.002
8/4/23 1:22,-12.023,0.001,0.009,0,0.01,0.003,-11.977,0.003,0.011,0.002,0.012,0.003
8/4/23 5:55,-12.024,0.002,0.002,0.002,0.002,0.001,-11.978,0.001,0.002,0.001,0.002,0.001
8/4/23 6:30,-12.023,0.004,0.006,0.003,0.002,0.001,-11.977,0.003,0.002,0.002,0.002,0.003
8/4/23 10:55,-12.024,0.001,0.002,0.001,0.008,0.003,-11.978,0.001,0.005,0,0.008,0.001
8/4/23 11:33,-12.023,0.001,0.005,0.001,0.002,0.001,-11.977,0.001,0.005,0,0.007,0.003
8/4/23 15:43,-12.024,0.003,0.002,0.002,0.006,0.004,-11.978,0.002,0.002,0.002,0.002,0.001
8/4/23 16:30,-12.023,0.001,0.002,0.001,0.005,0.002,-11.977,0.002,0.004,0.001,0.006,0.003
8/4/23 19:14,-12.024,0.002,0.004,0.001,0.002,0.001,-11.979,0.001,0.002,0,0.002,0.001
8/4/23 21:36,-12.023,0.002,0.004,0.001,0.003,0.002,-11.979,0.001,0.003,0,0.002,0.001
8/5/23 0:07,-12.024,0.001,0.002,0,0.002,0.001,-11.977,0.001,0.002,0.001,0.003,0.002
8/5/23 3:22,-12.024,0.001,0.004,0.001,0.002,0.001,-11.978,0.001,0.003,0,0.002,0.001
8/5/23 5:45,-12.024,0.001,0.002,0.001,0.003,0.002,-11.977,0.001,0.002,0.001,0.004,0.002
8/5/23 6:22,-12.024,0.001,0.002,0,0.002,0.001,-11.979,0.001,0.002,0.001,0.003,0.001
8/5/23 6:41,-12.024,0.001,0.003,0.001,0.003,0.002,-11.977,0.001,0.003,0,0.002,0.002
8/5/23 11:25,-12.024,0.003,0.004,0.002,0.002,0.002,-11.977,0.002,0.002,0.001,0.002,0.001
8/5/23 15:54,-12.025,0.001,0.002,0.001,0.004,0.001,-11.979,0.001,0.003,0,0.004,0.002
8/5/23 16:00,-12.024,0.002,0.004,0.001,0.003,0.002,-11.978,0.002,0.003,0.001,0.004,0.002
8/5/23 19:26,-12.025,0.001,0.002,0.001,0.002,0.001,-11.979,0.001,0.002,0,0.002,0.001
8/5/23 23:41,-12.024,0.002,0.002,0.001,0.002,0.001,-11.979,0.001,0.003,0,0.002,0.002
8/5/23 23:55,-12.025,0.001,0.004,0.001,0.004,0.002,-11.978,0.001,0.002,0.001,0.004,0.001
8/6/23 3:00,-12.025,0.001,0.002,0.001,0.002,0.001,-11.978,0.001,0.003,0.001,0.004,0.001
8/6/23 4:42,-12.024,0.001,0.004,0.001,0.003,0.002,-11.979,0.001,0.002,0,0.002,0.002
8/6/23 7:18,-12.025,0.001,0.002,0.001,0.003,0.002,-11.979,0.001,0.002,0.001,0.004,0.002
8/6/23 10:16,-12.024,0.001,0.003,0.001,0.002,0.001,-11.978,0.001,0.003,0,0.002,0.001
8/6/23 13:58,-12.024,0.002,0.002,0.001,0.002,0.001,-11.979,0.001,0.003,0,0.004,0.002
8/6/23 15:55,-12.024,0.001,0.003,0.001,0.004,0.002,-11.977,0.001,0.002,0.001,0.002,0.001
8/6/23 16:02,-12.024,0.001,0.002,0.001,0.002,0.002,-11.979,0.001,0.003,0,0.002,0.001
8/6/23 19:06,-12.024,0.002,0.003,0.001,0.004,0.001,-11.977,0.001,0.002,0.001,0.004,0.002
8/6/23 21:05,-12.024,0.001,0.003,0.001,0.003,0.002,-11.979,0.001,0.002,0,0.002,0.002
8/6/23 23:57,-12.024,0.002,0.002,0.001,0.002,0.001,-11.977,0.001,0.003,0.001,0.003,0.001
8/7/23 3:48,-12.025,0.001,0.008,0.001,0.009,0.001,-11.977,0.004,0.008,0.003,0.01,0.003
8/7/23 3:51,-12.024,0.003,0.002,0.002,0.002,0.003,-11.979,0.001,0.002,0,0.002,0.001
8/7/23 6:30,-12.024,0.001,0.002,0.001,0.002,0.001,-11.977,0.002,0.002,0.002,0.002,0.001
8/7/23 8:19,-12.025,0.002,0.006,0.002,0.01,0.003,-11.979,0.001,0.005,0,0.008,0.003
8/7/23 14:15,-12.025,0.005,0.009,0.003,0.012,0.004,-11.978,0.003,0.007,0.002,0.011,0.001
8/7/23 15:36,-12.024,0.001,0.002,0,0.002,0.001,-11.979,0.001,0.002,0,0.002,0.003
8/7/23 18:25,-12.025,0.001,0.002,0.001,0.015,0.009,-11.978,0.004,0.006,0.003,0.013,0.008
8/7/23 19:22,-12.024,0.004,0.007,0.003,0.002,0.001,-11.979,0.001,0.002,0,0.002,0.001
8/7/23 20:45,-12.025,0.005,0.002,0.003,0.008,0.008,-11.979,0.001,0.004,0,0.007,0.006
8/7/23 22:46,-12.023,0.001,0.005,0,0.002,0.001,-11.978,0.004,0.002,0.003,0.002,0.001
8/8/23 4:22,-12.023,0.003,0.007,0.002,0.002,0.001,-11.979,0.001,0.002,0,0.002,0.001
8/8/23 5:36,-12.024,0.001,0.002,0,0.008,0.004,-11.978,0.003,0.008,0.002,0.008,0.003
8/8/23 6:21,-12.024,0.001,0.002,0,0.002,0.003,-11.979,0.001,0.011,0,0.008,0.001
8/8/23 7:11,-12.024,0.003,0.008,0.002,0.006,0.001,-11.978,0.004,0.002,0.003,0.002,0.003
8/8/23 11:19,-12.024,0.009,0.002,0.007,0.013,0.001,-11.978,0.001,0.002,0,0.012,0.009
8/8/23 15:47,-12.024,0.001,0.008,0,0.002,0.011,-11.979,0.007,0.007,0.005,0.002,0.001
8/8/23 16:41,-12.025,0.002,0.002,0.002,0.008,0.002,-11.979,0.002,0.005,0.001,0.007,0.001
8/8/23 19:58,-12.024,0.001,0.005,0,0.002,0.001,-11.978,0.001,0.002,0,0.002,0.002
8/8/23 21:21,-12.025,0.001,0.002,0.001,0.003,0.001,-11.979,0.001,0.003,0,0.002,0.001
8/8/23 23:57,-12.024,0.002,0.003,0.001,0.002,0.002,-11.978,0.002,0.002,0.001,0.003,0.002
8/9/23 1:14,-12.024,0.001,0.002,0,0.001,0.001,-11.978,0.001,0.002,0,0.001,0.001
8/9/23 5:57,-12.029,0.002,0.006,0.002,0.008,0.002,-11.983,0.002,0.008,0.002,0.008,0.002
8/9/23 7:18,-12.029,0.001,0.002,0,0.006,0.001,-11.983,0.001,0.002,0,0.007,0.001
8/9/23 10:56,-12.026,0.006,0.006,0.004,0.002,0.004,-11.98,0.007,0.007,0.005,0.001,0.005
8/9/23 15:20,-12.026,0.003,0.005,0.002,0.009,0.005,-11.981,0.003,0.006,0.002,0.009,0.004
8/9/23 15:54,-12.026,0.001,0.002,0,0.001,0.001,-11.979,0.001,0.002,0,0.002,0.001
8/9/23 17:09,-12.026,0.001,0.002,0,0.006,0.003,-11.979,0.001,0.002,0,0.005,0
8/9/23 18:46,-12.025,0.003,0.005,0.002,0.002,0.001,-11.98,0.002,0.004,0.001,0.001,0.003
8/9/23 20:15,-12.026,0.001,0.002,0,0.002,0.001,-11.98,0.001,0.002,0,0.002,0.001
8/10/23 0:36,-12.024,0.002,0.004,0.001,0.005,0.002,-11.978,0.002,0.003,0.001,0.005,0.002
8/10/23 2:15,-12.025,0.001,0.007,0,0.002,0.001,-11.979,0.001,0.006,0,0.002,0.001
8/10/23 5:14,-12.024,0.005,0.002,0.003,0.008,0.005,-11.978,0.004,0.002,0.003,0.008,0.004
8/10/23 9:27,-12.025,0.001,0.006,0.001,0.002,0.001,-11.978,0.002,0.005,0.001,0.009,0.001
8/10/23 10:14,-12.024,0.003,0.002,0.002,0.011,0.003,-11.979,0.001,0.002,0,0.002,0.002
8/10/23 12:43,-12.024,0.003,0.002,0.002,0.008,0.001,-11.979,0.002,0.002,0.001,0.008,0.001
8/10/23 13:24,-12.025,0.001,0.006,0,0.002,0.003,-11.978,0.001,0.006,0,0.002,0.002
8/10/23 16:27,-12.025,0.001,0.002,0.001,0.002,0.001,-11.979,0.001,0.002,0,0.002,0.001
8/10/23 19:58,-12.021,0.106,0.194,0.075,0.127,0.084,-11.976,0.111,0.179,0.079,0.099,0.057
8/10/23 20:01,-12.022,0.001,0.004,0.001,0.002,0.001,-11.976,0.001,0.002,0,0.002,0.001
8/11/23 0:58,-12.018,0.002,0.002,0.001,0.003,0.002,-11.972,0.001,0.003,0.001,0.003,0.002
8/11/23 1:11,-12.019,0.002,0.002,0.002,0.002,0.001,-11.973,0.002,0.002,0.001,0.002,0.001
8/11/23 5:47,-12.016,0.001,0.003,0.001,0.005,0.003,-11.971,0.001,0.003,0,0.004,0.002
8/11/23 9:39,-12.015,0.001,0.002,0.001,0.002,0.022,-11.97,0.001,0.002,0.001,0.002,0.001
8/11/23 9:52,-12.018,0.028,0.216,0.02,0.035,0.001,-11.972,0.026,0.178,0.019,0.02,0.009
8/11/23 11:19,-12.017,0.001,0.002,0.001,0.002,0.001,-11.971,0.004,0.002,0.003,0.002,0.007
8/11/23 15:25,-12.018,0.006,0.025,0.004,0.015,0.008,-11.973,0.001,0.019,0,0.01,0.001
8/11/23 16:23,-12.019,0.003,0.002,0.002,0.002,0.003,-11.974,0.004,0.002,0.003,0.011,0.003
8/11/23 19:59,-12.018,0.001,0.012,0.001,0.011,0.001,-11.972,0.001,0.012,0.001,0.002,0.001
8/11/23 20:06,-12.018,0.002,0.003,0.001,0.004,0.001,-11.973,0.001,0.003,0.001,0.002,0.001
8/12/23 0:49,-12.016,0.001,0.002,0.001,0.002,0.002,-11.97,0.001,0.002,0,0.003,0.002
8/12/23 1:00,-12.016,0.002,0.004,0.001,0.002,0.001,-11.971,0.001,0.003,0.001,0.002,0.002
8/12/23 5:50,-12.014,0.001,0.002,0.001,0.003,0.002,-11.969,0.001,0.002,0,0.004,0.001
8/12/23 8:46,-12.014,0.001,0.002,0.001,0.002,0.001,-11.968,0.001,0.002,0.001,0.002,0.001
8/12/23 10:55,-12.015,0.002,0.004,0.001,0.005,0.002,-11.97,0.002,0.003,0.001,0.005,0.002
8/12/23 11:13,-12.015,0.001,0.009,0.001,0.002,0.001,-11.969,0.004,0.006,0.003,0.007,0.001
8/12/23 14:49,-12.016,0.006,0.002,0.004,0.008,0.004,-11.971,0.001,0.002,0.001,0.002,0.004
8/12/23 16:08,-12.016,0.004,0.006,0.003,0.006,0.003,-11.971,0.003,0.005,0.002,0.005,0.002
8/12/23 19:40,-12.014,0.001,0.002,0.001,0.002,0.001,-11.969,0.001,0.002,0.001,0.002,0.001
8/12/23 20:10,-12.015,0.001,0.003,0.001,0.004,0.002,-11.97,0.002,0.003,0.001,0.002,0.001
8/13/23 0:45,-12.013,0.002,0.002,0.001,0.002,0.001,-11.968,0.001,0.002,0,0.003,0.002
8/13/23 1:07,-12.014,0.001,0.003,0.001,0.002,0.001,-11.969,0.002,0.002,0.001,0.002,0.001
8/13/23 5:50,-12.012,0.002,0.002,0.001,0.004,0.002,-11.967,0.001,0.003,0.001,0.004,0.002
8/13/23 6:16,-12.013,0.002,0.002,0.001,0.004,0.002,-11.968,0.002,0.002,0.001,0.002,0.002
8/13/23 10:20,-12.012,0.001,0.004,0.001,0.002,0.001,-11.967,0.001,0.003,0.001,0.004,0.001
8/13/23 11:11,-12.012,0.002,0.005,0.001,0.004,0.002,-11.967,0.002,0.002,0.001,0.002,0.001
8/13/23 15:29,-12.013,0.001,0.002,0.001,0.002,0.001,-11.969,0.001,0.005,0,0.004,0.002
8/13/23 19:17,-12.013,0.001,0.011,0.001,0.009,0.001,-11.969,0.002,0.008,0.001,0.004,0.002
8/13/23 19:47,-12.013,0.002,0.002,0.002,0.002,0.002,-11.967,0.001,0.002,0.001,0.002,0.001
8/13/23 20:05,-12.013,0.002,0.003,0.001,0.005,0.002,-11.969,0.002,0.002,0.001,0.002,0.002
8/14/23 0:49,-12.012,0.001,0.002,0.001,0.002,0.001,-11.967,0.001,0.003,0.001,0.004,0.001
8/14/23 1:07,-12.013,0.001,0.006,0.001,0.008,0.001,-11.968,0.001,0.002,0,0.009,0.001
8/14/23 5:40,-12.012,0.005,0.002,0.003,0.002,0.005,-11.966,0.004,0.006,0.003,0.002,0.004
8/14/23 6:16,-12.012,0.001,0.005,0.001,0.002,0.002,-11.967,0.001,0.002,0,0.002,0.002
8/14/23 8:48,-12.011,0.002,0.002,0.001,0.007,0.001,-11.966,0.002,0.005,0.001,0.008,0.001
8/14/23 11:01,-12.012,0.013,0.016,0.009,0.016,0.011,-11.966,0.008,0.002,0.006,0.019,0.007
8/14/23 15:57,-12.013,0.001,0.002,0.001,0.002,0.001,-11.968,0.001,0.016,0.001,0.002,0.001
8/14/23 16:18,-12.012,0.003,0.002,0.002,0.004,0.002,-11.968,0.002,0.003,0.001,0.004,0.002
8/14/23 19:50,-12.013,0.001,0.004,0.001,0.002,0.001,-11.967,0.001,0.002,0,0.002,0.001
8/14/23 20:10,-12.013,0.003,0.007,0.002,0.008,0.003,-11.969,0.003,0.005,0.002,0.006,0.001
8/15/23 0:45,-12.012,0.001,0.002,0.001,0.002,0.001,-11.967,0.001,0.002,0,0.002,0.003
8/15/23 4:00,-12.011,0.001,0.008,0.001,0.008,0.001,-11.967,0.001,0.002,0.001,0.002,0.001
8/15/23 5:59,-12.02,0.006,0.002,0.004,0.002,0.005,-11.975,0.006,0.008,0.004,0.008,0.005
8/15/23 7:34,-12.023,0.009,0.033,0.006,0.024,0.01,-11.977,0.012,0.029,0.009,0.02,0.008
8/15/23 9:03,-12.017,0.001,0.001,0,0.001,0.001,-11.972,0.001,0.001,0,0.001,0.001
8/15/23 13:55,-12.015,0.006,0.002,0.004,0.002,0.001,-11.97,0.008,0.002,0.006,0.007,0.005
8/15/23 15:58,-12.019,0.001,0.008,0.001,0.009,0.006,-11.974,0.001,0.008,0.001,0.002,0.001
8/15/23 16:01,-12.018,0.002,0.004,0.001,0.004,0.002,-11.973,0.002,0.003,0.001,0.005,0.002
8/15/23 19:56,-12.021,0.001,0.002,0.001,0.002,0.001,-11.976,0.001,0.002,0,0.002,0.001
8/15/23 20:05,-12.021,0.002,0.003,0.001,0.002,0.001,-11.975,0.001,0.003,0,0.002,0.002
8/16/23 0:48,-12.022,0.001,0.002,0.001,0.005,0.002,-11.977,0.001,0.002,0.001,0.004,0.001
8/16/23 2:30,-12.022,0.002,0.002,0.002,0.002,0.001,-11.976,0.001,0.002,0,0.002,0.001
8/16/23 5:10,-12.023,0.001,0.004,0.001,0.005,0.003,-11.977,0.002,0.004,0.002,0.005,0.002
8/16/23 6:00,-12.022,0.013,0.013,0.009,0.012,0.008,-11.976,0.012,0.002,0.008,0.011,0.007
8/16/23 10:23,-12.023,0.001,0.002,0.001,0.002,0.001,-11.978,0.001,0.014,0,0.002,0.001
8/16/23 11:31,-12.023,0.006,0.006,0.004,0.009,0.005,-11.977,0.006,0.002,0.004,0.01,0.005
8/16/23 14:51,-12.024,0.001,0.002,0.001,0.002,0.001,-11.978,0.001,0.007,0,0.002,0.001
8/16/23 17:21,-12.023,0.003,0.002,0.002,0.002,0.003,-11.977,0.001,0.005,0.001,0.007,0.003
8/16/23 19:05,-12.024,0.001,0.004,0.001,0.006,0.001,-11.978,0.003,0.002,0.002,0.002,0.001
8/16/23 21:23,-12.024,0.002,0.004,0.001,0.003,0.001,-11.978,0.001,0.002,0.001,0.003,0.001
8/17/23 0:35,-12.023,0.001,0.002,0.001,0.002,0.002,-11.977,0.001,0.003,0.001,0.002,0.002
8/17/23 1:38,-12.023,0.014,0.017,0.01,0.002,0.001,-11.977,0.014,0.016,0.01,0.002,0.001
8/17/23 5:54,-12.023,0.001,0.002,0.001,0.012,0.007,-11.978,0.001,0.002,0,0.012,0.006
8/17/23 6:02,-12.023,0.005,0.002,0.004,0.002,0.005,-11.978,0.001,0.002,0,0.002,0.001
8/17/23 8:47,-12.023,0.001,0.01,0.001,0.01,0.001,-11.977,0.005,0.011,0.003,0.011,0.004
8/17/23 11:37,-12.023,0.001,0.002,0.001,0.002,0.001,-11.978,0.005,0.006,0.004,0.002,0.001
8/17/23 15:51,-12.022,0.006,0.007,0.004,0.011,0.006,-11.976,0.001,0.002,0,0.01,0.005
8/17/23 16:03,-12.022,0.003,0.002,0.002,0.011,0.003,-11.977,0.004,0.002,0.003,0.002,0.001
8/17/23 19:55,-12.02,0.001,0.011,0.001,0.002,0.001,-11.974,0.001,0.012,0,0.011,0.003
8/17/23 20:07,-12.021,0.002,0.002,0.001,0.002,0.001,-11.976,0.001,0.002,0.001,0.002,0.001
8/18/23 0:58,-12.018,0.001,0.003,0.001,0.004,0.002,-11.973,0.001,0.003,0,0.003,0.002
8/18/23 1:01,-12.019,0.001,0.008,0.001,0.002,0.003,-11.974,0.002,0.008,0.002,0.002,0.001
8/18/23 5:49,-12.017,0.002,0.002,0.002,0.007,0.001,-11.971,0.001,0.002,0.001,0.006,0.003
8/18/23 8:58,-12.017,0.001,0.008,0.001,0.002,0.001,-11.971,0.001,0.002,0.001,0.009,0.005
8/18/23 10:58,-12.02,0.005,0.002,0.003,0.009,0.005,-11.976,0.005,0.008,0.003,0.002,0.001
8/18/23 13:31,-12.022,0.01,0.014,0.007,0.014,0.01,-11.976,0.001,0.002,0,0.013,0.007
8/18/23 15:59,-12.023,0.001,0.002,0,0.002,0.001,-11.978,0.008,0.019,0.005,0.002,0.001
8/18/23 17:00,-12.023,0.007,0.002,0.005,0.008,0.006,-11.978,0.006,0.008,0.005,0.008,0.005
8/18/23 17:14,-12.024,0.001,0.008,0,0.002,0.001,-11.977,0.001,0.002,0,0.002,0.001
8/18/23 20:31,-12.023,0.001,0.002,0.001,0.004,0.002,-11.978,0.001,0.003,0.001,0.004,0.003
8/18/23 22:44,-12.024,0.002,0.005,0.001,0.002,0.001,-11.977,0.001,0.002,0,0.002,0.001
8/19/23 1:07,-12.023,0.001,0.002,0.001,0.002,0.001,-11.977,0.001,0.003,0,0.002,0.002
8/19/23 4:22,-12.024,0.001,0.003,0.001,0.004,0.002,-11.978,0.001,0.002,0.001,0.003,0.001
8/19/23 6:29,-12.024,0.001,0.002,0.001,0.003,0.002,-11.977,0.001,0.003,0,0.002,0.001
8/19/23 6:34,-12.023,0.002,0.004,0.001,0.002,0.001,-11.979,0.001,0.002,0.001,0.003,0.002
8/19/23 11:00,-12.023,0.002,0.002,0.001,0.002,0.002,-11.977,0.001,0.002,0.001,0.002,0.002
8/19/23 13:28,-12.024,0.001,0.004,0.001,0.004,0.001,-11.979,0.001,0.003,0,0.003,0.001
8/19/23 16:07,-12.023,0.003,0.002,0.002,0.002,0.001,-11.979,0.001,0.003,0,0.002,0.001
8/19/23 19:40,-12.024,0.001,0.003,0.001,0.005,0.003,-11.977,0.003,0.002,0.002,0.005,0.003
8/19/23 21:50,-12.024,0.002,0.002,0.001,0.002,0.001,-11.979,0.001,0.002,0,0.002,0.001
8/20/23 0:39,-12.023,0.001,0.005,0.001,0.003,0.002,-11.977,0.002,0.003,0.001,0.003,0.002
